HITId,short_file_name,vote,condition_num,workerid_hash
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-1,1,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_2368606760193341881
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-1,1,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-1,35,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,0,1,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_15592931710891188946
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-3,35,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_2832503822425177848
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-1,1,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,1,18,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,1,20,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,2,2,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-1,26,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,1,1,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,1,23,w_1632621519900009329
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-1,1,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_11694432315174653603
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-3,1,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-3,35,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_878223547490722853
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-3,35,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-3,1,w_836194772523394746
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-1,1,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-1,20,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-2,18,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-1,1,w_14508375900103508435
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-3,1,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-2,18,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-1,1,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_5468461190689173613
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,1,1,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,2,2,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-1,1,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_14365192474144672872
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-1,35,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-1,2,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-2,18,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_5841925619906727808
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-3,1,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_2717224342793828019
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-3,1,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_15120857897368730203
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-3,35,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-3,23,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_8681703200927565874
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-3,18,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-3,20,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-2,1,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-3,26,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-3,35,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-2,1,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-3,2,w_4210520459718098934
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5101.wav,-1,1,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2M0101.wav,-1,1,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6723.wav,-2,23,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F6A26.wav,-2,26,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8A18.wav,-2,18,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F5202.wav,-2,2,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F8C20.wav,-2,20,w_13101364031949429386
3GVPRXWRQL1X2TZLIRYQTYR3FWN7IE,EE2F7335.wav,-2,35,w_13101364031949429386
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-2,25,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-2,11,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-3,25,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-1,16,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-1,10,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-1,27,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-1,2,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-3,12,w_149500418270948374
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-2,27,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-2,25,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-2,10,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-2,12,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-3,25,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-3,16,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-3,11,w_16191853952395900303
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-2,27,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-2,25,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-2,16,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-2,25,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-2,12,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-2,10,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-2,11,w_13850263758736943882
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-2,25,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-2,27,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-2,25,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-2,11,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-2,16,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-2,12,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-2,10,w_15944771019081864204
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-2,16,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-3,11,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-2,10,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-1,27,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-3,2,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-2,25,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-3,12,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-2,25,w_2368606760193341881
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-2,27,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-2,25,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-2,16,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-2,10,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-2,12,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-2,11,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-2,25,w_5841925619906727808
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-3,27,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-3,25,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-3,12,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-3,10,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-3,11,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-3,16,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-3,2,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-3,25,w_2832503822425177848
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M3816.wav,-2,16,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-3,10,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-3,25,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-2,12,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8311.wav,-3,11,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M4125.wav,-3,25,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F9327.wav,-2,27,w_15164063218192767844
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0202.wav,-2,2,w_11694432315174653603
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F6925.wav,-3,25,w_11694432315174653603
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2F8210.wav,-3,10,w_11694432315174653603
34OWYT6U40O1GCNEXOWA7UI9AMBI91,EE2M0C12.wav,-3,12,w_11694432315174653603
